filename,collimation,good_contrast,medical_device,truncated,underexposed_noisy,rotated,lateral,niqe,brisque,contrast_ratio,entropy,sharpness,skewness
00016291_056.png,False,False,True,True,True,False,False,20.07244300842285,27.797993142489503,0.20924480445531063,7.626176376956345,0.0026121974806737683,0.07021883177457652
00016399_007.png,False,False,True,False,True,False,False,20.362733840942383,35.68685614625335,0.22235688720382707,7.5600506940522605,0.0021932622770620175,-0.35888900747773206
00006444_007.png,False,False,False,False,True,False,True,20.25886344909668,28.779481347648215,0.27177892005274257,7.416903407166265,0.00020711680100295683,-0.7675028438479419
00006953_004.png,False,False,False,True,True,False,True,20.1701602935791,38.80005279176905,0.29202260798977897,7.113570411141495,0.00025966643916143224,-0.6729667831059502
00015989_000.png,True,True,False,True,False,False,False,20.383926391601562,32.83483250168453,0.25401378980356576,7.457118717233132,0.00257258658920653,-0.8764872404315146
00016137_000.png,True,True,True,False,False,False,False,20.274288177490234,28.32075642304764,0.20643452339613846,7.5740392674695896,0.003376458569332006,-0.33448869964744343
00017189_001.png,True,True,False,True,False,False,False,20.101167678833008,9.600380950298785,0.23495281999877202,7.770379928202271,0.0014475069093502714,-0.38076963768310224
00020703_000.png,True,True,False,True,False,False,False,20.26934814453125,14.553546750316599,0.24192144107651276,7.718084438699009,0.0038008000636341136,-0.20057206033313618
00021173_001.png,True,True,False,False,False,False,False,20.187503814697266,10.70456921806064,0.26663867128247337,7.677796875440607,0.0010926871313808372,-0.4718733129230797
00009343_006.png,False,True,True,False,False,False,False,20.425567626953125,39.35504657407884,0.15219411636801947,7.056721363661873,0.0024492310432689276,-1.3152220686378666
00009349_004.png,False,False,True,False,True,False,False,20.31938934326172,41.07180079929398,0.13809872219473385,6.86289821933111,0.0033442584956180736,-1.0364446381173162
00009608_003.png,False,False,True,False,True,False,False,20.337230682373047,35.90421512310124,0.2512554024091282,7.427889079644674,0.0022808800021355807,-0.4686383911161001
00009712_000.png,False,False,True,False,True,False,False,20.44078254699707,38.37890158815546,0.18325997232956487,7.232647344958272,0.0017095230806951603,-1.172267288381671
00009902_000.png,True,True,True,False,False,False,False,20.257848739624023,32.447148163514356,0.1897459684633224,7.398036877370055,0.0028578783155501645,-0.583521787577031
00008682_002.png,True,True,False,False,False,False,False,20.26505470275879,32.96837846722585,0.25870140751758053,7.24238159121311,0.003322981365165525,-1.029329015281303
00021130_004.png,True,True,True,True,False,False,True,19.975496292114258,23.48878471681084,0.2778456628327537,7.218399267229796,0.0013611509216775483,-0.5482727784777618
00011460_066.png,False,False,True,False,True,True,False,20.315597534179688,29.76873512148515,0.20818856739445094,7.036718398707284,0.005517077699026699,-1.5474662537101287
00003601_006.png,False,False,False,False,True,False,False,20.41319465637207,41.31194091382869,0.16830988932305635,6.967908528272392,0.0022211051591182122,-1.7804056331984432
00013615_054.png,False,False,True,True,True,False,False,20.41719627380371,38.262036131790154,0.24343629200701214,7.478047921444086,0.0011274004997709143,-0.6030137406476356
00015646_026.png,False,False,True,False,True,False,False,20.171476364135742,26.635110486424963,0.1993424156252257,7.261541143354401,0.002320307313012132,-0.7071799204764789
00005655_000.png,True,True,False,True,False,False,True,20.25697135925293,34.20024098753376,0.26754469178260765,7.328373855690886,0.00034983024609055617,-0.531588579521844
00005794_010.png,False,False,False,False,True,False,True,20.594205856323242,51.60430951276223,0.3320156536172694,7.146591123291926,0.0008729821267603206,-0.46027877909196285
00013282_010.png,True,True,False,False,False,False,False,20.274368286132812,12.166660381836408,0.22905587676587097,7.700268229562162,0.0010160290063928026,-0.28188668831649927
00015284_005.png,True,True,True,False,False,False,False,20.121397018432617,7.607558785882901,0.2825239593379699,7.728132641390163,0.0008815020669963141,0.038185244033091634
00008065_000.png,True,False,True,False,True,False,False,20.219467163085938,33.29738959723156,0.14466264711532217,7.107342608561893,0.002790600257504817,-0.7499510799638656
00008362_020.png,False,False,True,False,True,False,False,20.327171325683594,33.399372870687074,0.229780190235125,7.29301233028549,0.0018748537477422007,-1.2323675721744836
00012907_007.png,True,True,False,False,False,False,True,20.28160858154297,39.40017106894285,0.2979630964881538,7.489512035086478,0.0014498299348396381,-0.5788646790813498
00009539_000.png,False,True,False,False,False,True,False,20.392501831054688,35.37071508394794,0.18359762523928902,7.335042015601586,0.0019355512447847742,-0.9612466960175117
00015477_004.png,True,False,False,False,True,False,False,20.123027801513672,25.535636832829567,0.253717856781839,7.779710542081139,0.0038530790975360597,-0.06927719993368964
00001836_070.png,False,False,True,True,True,False,False,20.0056095123291,31.120153132037302,0.23471463981843563,7.187525888793752,0.002905672397251409,-0.20130067557932196
00002978_001.png,False,True,True,True,False,False,False,19.910205841064453,24.510871711767976,0.21944046407801093,7.449692433951663,0.004273720658123716,-0.20816720113029188
00003028_024.png,False,False,True,False,True,False,False,20.229473114013672,32.46222350089894,0.19385345551885066,7.247781537056336,0.0015772269740584655,-0.5590625513487587
00003393_049.png,False,False,True,False,True,False,False,20.176082611083984,28.337651791284515,0.16533901076573568,7.2873847822423485,0.001544092047854956,-0.6115537797548506
00004893_080.png,False,True,True,False,False,False,False,20.113847732543945,10.696618477183364,0.28289093568465695,7.607712064955881,0.000847274829551143,0.15637229447906864
00006271_005.png,False,False,True,False,True,False,False,20.203842163085938,30.39447601558706,0.17253591366233165,7.168461036263104,0.0010977954182098556,-1.2347642733333988
00006271_085.png,False,False,True,True,True,False,False,20.25625991821289,36.97711495917835,0.18439135820528724,7.300292818325511,0.001084788317289875,-1.0630531126586984
00006296_036.png,False,False,True,False,True,False,False,20.229124069213867,38.6046204985457,0.13622057207515767,6.960781480560348,0.0012625719265405837,-0.17784925659555992
00007735_032.png,False,False,True,True,True,False,False,20.1395263671875,12.670507067367652,0.24945413709740571,7.648495809607978,0.002130724764927174,0.21307633936020515
00008875_024.png,False,False,True,False,True,False,False,20.24358558654785,36.7885508299955,0.17745499259742675,7.113734769961001,0.0018691973245399405,-1.208022983751206
00010805_017.png,False,False,True,True,True,False,False,20.477670669555664,60.37981298945189,0.2844745239556797,5.414280197377311,0.0024391470313125715,0.5369127882310515
00011140_014.png,False,False,True,False,True,False,False,20.32719612121582,34.357226762665704,0.24509319945427782,7.385053191065311,0.001329268028276839,-0.3846980291187622
00001803_003.png,False,False,False,True,True,False,True,20.270421981811523,40.887546973823845,0.19510494861889155,7.311273735871636,0.0021618309083349233,-1.1194659529871174
00003122_001.png,True,True,False,False,False,False,True,20.22453498840332,31.227325937996937,0.27254281772154654,7.494505474041555,0.0025021623128628225,-0.7525803608631436
00004533_004.png,False,False,False,False,True,False,True,20.338027954101562,51.44766006177517,0.3151763909356361,7.017212528230905,0.001285151911456263,-0.4648289583549554
00004605_007.png,False,False,True,True,True,False,True,20.268877029418945,61.71286117698102,0.34177552080616475,6.118798580674477,0.000957498928071535,0.26657355260161597
00004808_001.png,True,False,True,False,True,False,True,20.237903594970703,32.761786623904044,0.2225058163998857,7.36143089964674,0.00023260516864081059,-1.1341644757718385
00005260_000.png,True,False,False,False,True,False,True,20.14942741394043,34.85804378514942,0.2706493370934046,7.3091507264139075,0.00029373834355876936,-0.6235321092429349
00001814_001.png,False,False,True,True,True,False,False,20.096128463745117,38.34687876878499,0.2730858066009692,6.848275110127987,0.001164125177410534,-0.7404909014966052
00002817_013.png,True,True,False,False,False,False,False,20.18149757385254,11.91408059361558,0.2876526860132224,7.748972374640515,0.0010469753192897796,-0.16717050897713584
00002951_000.png,True,True,False,False,False,False,False,20.220252990722656,8.98661900698309,0.24905864821350088,7.775965405525724,0.0012645082279968223,-0.1998687774262073
00003700_000.png,True,True,False,False,False,False,False,20.21663475036621,26.54314817648512,0.14755713826451433,6.505218649915411,0.0004934218239095196,-1.3497872846127692
00005291_003.png,True,True,False,False,False,False,False,20.053768157958984,13.246176697876507,0.2866295350922235,7.503753724043713,0.0009128303744252075,0.032667726070327904
00006705_001.png,True,True,True,False,False,False,False,20.17544937133789,30.686016070620752,0.22359108805170944,7.306349043288499,0.0015498722039851084,-0.7934512590593463
00008751_000.png,True,True,False,False,False,False,False,20.256507873535156,11.233965891996235,0.26718581436841193,7.612804687606025,0.00110020744643551,-0.15772736776522456
00009498_000.png,True,True,False,False,False,False,False,20.2049617767334,11.959299671246043,0.25552489715634014,7.5082649116295395,0.0012759479556575355,0.01092331450388048
00009708_002.png,True,True,False,False,False,False,False,20.103050231933594,10.826628119412561,0.27359326862509614,7.708544620552282,0.0014669928988905823,-0.19640978750117566
00010145_001.png,True,True,False,False,False,False,False,20.218061447143555,12.236434109469627,0.2721161682978401,7.694036171571062,0.0009862489962448678,-0.2618920320582591
00006271_023.png,False,False,True,False,True,False,False,20.244157791137695,30.477519389231674,0.17398888260192866,7.246760470589334,0.001657888686230389,-1.008764200804283
00006841_009.png,False,False,True,False,True,False,False,20.343053817749023,35.6792672387007,0.15701618372420154,7.098045094278257,0.0020787335850471875,-1.3277551851449694
00007322_017.png,True,False,True,False,True,False,False,20.23728370666504,39.00276095367619,0.16372847766924545,7.2867131331635795,0.0016495701082221144,0.14883558378893355
